This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    37219
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   112800

Total number of variables............................:     6611
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     2404
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1040  2.4635698e+06 5.33e+03 7.94e+03  -1.0 5.45e+03  -3.7 1.96e-03 2.20e-02h  1
1041  2.4636741e+06 5.31e+03 7.90e+03  -1.0 5.56e+03  -4.2 1.42e-03 2.45e-03h  1
1042  2.4635321e+06 5.30e+03 7.85e+03  -1.0 8.31e+03    -  6.97e-04 2.24e-03f  1
1043  2.4635397e+06 5.30e+03 8.09e+03  -1.0 5.30e+03  -3.7 1.11e-02 1.33e-04h  1
1044  2.4634783e+06 5.30e+03 8.09e+03  -1.0 8.53e+03    -  1.27e-03 8.96e-04f  1
1045  2.4633412e+06 5.29e+03 8.04e+03  -1.0 9.55e+03    -  9.52e-06 1.70e-03f  1
1046  2.4633946e+06 5.28e+03 8.01e+03  -1.0 5.80e+03  -4.2 3.35e-04 1.20e-03h  1
1047  2.4639701e+06 5.22e+03 7.73e+03  -1.0 5.28e+03  -3.8 1.29e-03 1.04e-02h  1
1048  2.4640907e+06 5.21e+03 7.71e+03  -1.0 5.44e+03  -4.3 2.13e-03 2.51e-03h  1
1049  2.4640841e+06 5.21e+03 7.71e+03  -1.0 1.10e+04    -  1.93e-04 6.49e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1050  2.4640932e+06 5.21e+03 7.74e+03  -1.0 5.21e+03  -3.8 1.45e-03 1.52e-04h  1
1051  2.4640912e+06 5.21e+03 7.74e+03  -1.0 9.47e+03    -  1.35e-04 2.47e-05f  1
1052  2.4639911e+06 5.21e+03 7.72e+03  -1.0 1.65e+04    -  4.70e-07 5.37e-04f  1
1053  2.4644199e+06 5.18e+03 7.90e+03  -1.0 5.21e+03  -3.4 1.62e-02 5.92e-03h  1
1054  2.4643986e+06 5.18e+03 7.89e+03  -1.0 4.84e+04    -  1.56e-06 4.43e-05f  1
1055  2.4644404e+06 5.17e+03 7.89e+03  -1.0 5.18e+03  -3.9 8.30e-04 7.05e-04h  1
1056  2.4644424e+06 5.17e+03 7.89e+03  -1.0 5.97e+03  -4.4 1.19e-05 9.67e-05h  1
1057  2.4644442e+06 5.17e+03 7.89e+03  -1.0 9.33e+03  -3.9 5.11e-06 2.49e-05h  1
1058  2.4644456e+06 5.17e+03 7.89e+03  -1.0 6.68e+03  -3.5 2.70e-04 2.37e-05h  1
1059  2.4644163e+06 5.17e+03 7.90e+03  -1.0 8.65e+03    -  7.71e-04 3.89e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1060  2.4644321e+06 5.17e+03 7.91e+03  -1.0 5.17e+03  -4.0 1.17e-03 2.86e-04h  1
1061  2.4644057e+06 5.17e+03 7.91e+03  -1.0 8.46e+03    -  6.55e-05 3.71e-04f  1
1062  2.4644117e+06 5.17e+03 7.97e+03  -1.0 5.17e+03  -3.6 3.31e-03 8.89e-05h  1
1063  2.4643894e+06 5.16e+03 7.97e+03  -1.0 8.72e+03    -  3.58e-04 2.93e-04f  1
1064  2.4643811e+06 5.16e+03 7.97e+03  -1.0 2.10e+04    -  4.80e-07 3.09e-05f  1
1065  2.4643956e+06 5.16e+03 7.97e+03  -1.0 5.24e+03  -4.0 3.72e-04 2.59e-04h  1
1066  2.4643951e+06 5.16e+03 7.97e+03  -1.0 1.19e+04    -  1.57e-06 4.29e-06f  1
1067  2.4643967e+06 5.16e+03 7.98e+03  -1.0 5.16e+03  -3.6 4.83e-04 2.41e-05h  1
1068  2.4643932e+06 5.16e+03 7.98e+03  -1.0 9.22e+03    -  1.03e-04 4.18e-05f  1
1069  2.4643752e+06 5.16e+03 7.98e+03  -1.0 1.85e+04    -  2.75e-07 8.55e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1070  2.4643883e+06 5.16e+03 7.97e+03  -1.0 8.90e+03  -4.1 2.53e-05 1.80e-04h  1
1071  2.4646762e+06 5.14e+03 7.86e+03  -1.0 5.16e+03  -3.7 8.14e-04 4.68e-03h  1
1072  2.4647537e+06 5.13e+03 7.84e+03  -1.0 1.43e+04  -4.1 1.93e-04 7.95e-04h  1
1073  2.4650419e+06 5.11e+03 7.77e+03  -1.0 5.13e+03  -3.7 3.18e-03 4.54e-03h  1
1074  2.4664298e+06 5.02e+03 7.45e+03  -1.0 5.11e+03  -3.3 9.06e-03 1.80e-02h  1
1075  2.4672602e+06 4.95e+03 7.25e+03  -1.0 5.02e+03  -3.8 7.81e-03 1.28e-02h  1
1076  2.4684087e+06 4.88e+03 7.07e+03  -1.0 4.95e+03  -3.3 1.13e-02 1.48e-02h  1
1077  2.4685054e+06 4.87e+03 7.20e+03  -1.0 4.88e+03  -3.8 8.44e-03 1.64e-03h  3
1078  2.4688764e+06 4.85e+03 7.07e+03  -1.0 4.88e+03  -3.4 3.81e-04 4.82e-03h  2
1079  2.4692604e+06 4.83e+03 7.17e+03  -1.0 4.85e+03  -3.0 1.10e-02 4.21e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1080  2.4693113e+06 4.83e+03 7.19e+03  -1.0 4.83e+03  -3.4 1.97e-03 7.18e-04h  1
1081  2.4698328e+06 4.80e+03 7.17e+03  -1.0 4.83e+03  -3.0 6.86e-03 5.98e-03h  2
1082  2.4699853e+06 4.79e+03 7.18e+03  -1.0 4.80e+03  -3.5 3.55e-03 2.22e-03h  1
1083  2.4704984e+06 4.76e+03 7.20e+03  -1.0 4.79e+03  -3.1 8.63e-03 5.85e-03h  2
1084  2.4708391e+06 4.74e+03 7.27e+03  -1.0 4.77e+03  -3.5 1.03e-02 4.66e-03h  2
1085  2.4714323e+06 4.71e+03 7.29e+03  -1.0 4.75e+03  -3.1 9.33e-03 6.39e-03h  2
1086  2.4715414e+06 4.70e+03 7.26e+03  -1.0 4.74e+03  -3.6 5.59e-04 1.30e-03h  4
1087  2.4719467e+06 4.68e+03 7.35e+03  -1.0 4.71e+03  -3.2 1.05e-02 4.37e-03h  2
1088  2.4719757e+06 4.68e+03 7.35e+03  -1.0 1.88e+04  -3.6 2.52e-04 2.82e-04h  3
1089  2.4725072e+06 4.65e+03 7.44e+03  -1.0 4.69e+03  -3.2 1.24e-02 5.81e-03h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1090  2.4731069e+06 4.62e+03 7.63e+03  -1.0 4.66e+03  -2.8 1.73e-02 5.73e-03h  2
1091  2.4737688e+06 4.59e+03 7.93e+03  -1.0 4.64e+03  -3.3 2.60e-02 7.31e-03h  3
1092  2.4750418e+06 4.53e+03 8.46e+03  -1.0 4.61e+03  -2.8 4.54e-02 1.23e-02h  2
1093  2.4769963e+06 4.44e+03 8.91e+03  -1.0 4.55e+03  -3.3 5.76e-02 2.17e-02w  1
1094  2.4782907e+06 4.38e+03 9.82e+03  -1.0 4.46e+03  -2.9 7.30e-02 1.27e-02h  1
1095  2.4814723e+06 4.23e+03 9.19e+03  -1.0 4.41e+03  -3.4 1.60e-02 3.51e-02h  1
1096  2.4818438e+06 4.21e+03 1.04e+04  -1.0 4.26e+03  -2.9 8.36e-02 3.77e-03h  1
1097  2.4851831e+06 4.05e+03 9.66e+03  -1.0 4.24e+03  -3.4 1.25e-02 3.69e-02h  1
1098  2.4855114e+06 4.04e+03 1.07e+04  -1.0 4.09e+03  -3.0 8.30e-02 3.45e-03h  1
1099  2.4889363e+06 3.88e+03 1.01e+04  -1.0 4.08e+03  -3.5 2.33e-02 3.96e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1100  2.4892685e+06 3.87e+03 1.11e+04  -1.0 3.93e+03  -3.0 8.77e-02 3.67e-03h  1
1101  2.4897874e+06 3.84e+03 1.10e+04  -1.0 3.91e+03  -3.5 5.23e-03 6.35e-03h  1
1102  2.4927628e+06 3.71e+03 1.19e+04  -1.0 3.89e+03  -3.1 1.48e-01 3.34e-02h  1
1103  2.4939173e+06 3.67e+03 1.29e+04  -1.0 3.76e+03  -2.7 1.37e-01 1.28e-02h  1
1104  2.4974329e+06 3.51e+03 1.27e+04  -1.0 3.72e+03  -3.1 7.79e-02 4.21e-02h  1
1105  2.4995589e+06 3.42e+03 1.31e+04  -1.0 3.57e+03  -2.7 1.28e-01 2.54e-02h  1
1106  2.5022110e+06 3.30e+03 1.27e+04  -1.0 3.48e+03  -3.2 4.06e-02 3.47e-02h  1
1107  2.5033186e+06 3.26e+03 1.31e+04  -1.0 3.36e+03  -2.8 1.18e-01 1.43e-02h  1
1108  2.5063553e+06 3.12e+03 1.25e+04  -1.0 3.32e+03  -3.3 2.93e-02 4.26e-02h  1
1109  2.5070288e+06 3.09e+03 1.26e+04  -1.0 3.18e+03  -2.8 5.37e-02 9.36e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1110  2.5090802e+06 2.99e+03 1.22e+04  -1.0 3.15e+03  -3.3 2.63e-02 3.11e-02h  1
1111  2.5100937e+06 2.95e+03 1.22e+04  -1.0 3.06e+03  -2.9 4.23e-02 1.48e-02h  1
1112  2.5113502e+06 2.89e+03 1.19e+04  -1.0 3.01e+03  -3.4 2.52e-02 2.04e-02h  1
1113  2.5126491e+06 2.83e+03 1.18e+04  -1.0 2.95e+03  -2.9 3.78e-02 1.99e-02h  1
1114  2.5135579e+06 2.79e+03 1.19e+04  -1.0 2.90e+03  -2.5 9.52e-02 1.36e-02h  1
1115  2.5155395e+06 2.70e+03 1.15e+04  -1.0 2.86e+03  -3.0 1.95e-02 3.18e-02h  1
1116  2.5161968e+06 2.67e+03 1.15e+04  -1.0 2.77e+03  -2.6 3.31e-02 1.05e-02h  1
1117  2.5172874e+06 2.62e+03 1.13e+04  -1.0 2.74e+03  -3.0 1.99e-02 1.86e-02h  1
1118  2.5179102e+06 2.60e+03 1.12e+04  -1.0 2.69e+03  -2.6 3.43e-02 1.03e-02h  1
1119  2.5189959e+06 2.55e+03 1.10e+04  -1.0 2.67e+03  -3.1 2.44e-02 1.93e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1120  2.5197005e+06 2.52e+03 1.09e+04  -1.0 2.62e+03  -2.7 1.43e-02 1.21e-02h  1
1121  2.5207613e+06 2.47e+03 1.07e+04  -1.0 2.59e+03  -3.1 2.45e-02 1.97e-02h  1
1122  2.5215461e+06 2.43e+03 1.06e+04  -1.0 2.54e+03  -2.7 2.48e-02 1.40e-02h  1
1123  2.5221973e+06 2.40e+03 1.04e+04  -1.0 2.50e+03  -3.2 1.32e-02 1.27e-02h  1
1124  2.5229202e+06 2.37e+03 1.04e+04  -1.0 2.47e+03  -2.8 3.18e-02 1.34e-02h  1
1125  2.5241915e+06 2.31e+03 1.00e+04  -1.0 2.44e+03  -3.2 1.13e-02 2.59e-02h  1
1126  2.5245448e+06 2.29e+03 1.00e+04  -1.0 2.38e+03  -2.8 2.27e-02 6.88e-03h  1
1127  2.5255291e+06 2.24e+03 9.81e+03  -1.0 2.36e+03  -3.3 2.00e-02 2.12e-02h  1
1128  2.5263527e+06 2.21e+03 9.64e+03  -1.0 2.31e+03  -2.9 1.56e-02 1.66e-02h  1
1129  2.5268352e+06 2.18e+03 9.59e+03  -1.0 2.27e+03  -3.3 3.26e-02 1.11e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1130  2.5278285e+06 2.14e+03 9.38e+03  -1.0 2.25e+03  -2.9 1.35e-02 2.08e-02h  1
1131  2.5289314e+06 2.08e+03 9.13e+03  -1.0 2.20e+03  -3.4 2.71e-02 2.69e-02h  1
1132  2.5298271e+06 2.04e+03 8.93e+03  -1.0 2.15e+03  -3.0 1.48e-02 2.00e-02h  1
1133  2.5302123e+06 2.02e+03 8.91e+03  -1.0 2.10e+03  -2.5 3.35e-02 8.33e-03h  1
1134  2.5313638e+06 1.97e+03 8.66e+03  -1.0 2.09e+03  -3.0 2.19e-02 2.67e-02h  1
1135  2.5318910e+06 1.94e+03 8.58e+03  -1.0 2.03e+03  -2.6 2.54e-02 1.19e-02h  1
1136  2.5325813e+06 1.91e+03 8.49e+03  -1.0 2.01e+03  -3.1 4.22e-02 1.69e-02h  1
1137  2.5341105e+06 1.84e+03 8.16e+03  -1.0 1.98e+03  -2.6 1.77e-02 3.58e-02h  1
1138  2.5345281e+06 1.82e+03 8.12e+03  -1.0 1.91e+03  -3.1 3.38e-02 1.10e-02h  1
1139  2.5351584e+06 1.79e+03 8.00e+03  -1.0 1.89e+03  -2.7 1.84e-02 1.56e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1140  2.5357964e+06 1.76e+03 7.89e+03  -1.0 1.86e+03  -3.2 3.45e-02 1.76e-02h  1
1141  2.5369609e+06 1.71e+03 7.63e+03  -1.0 1.82e+03  -2.7 1.93e-02 3.01e-02h  1
1142  2.5377962e+06 1.67e+03 7.47e+03  -1.0 1.77e+03  -3.2 3.76e-02 2.48e-02h  1
1143  2.5382715e+06 1.64e+03 7.37e+03  -1.0 1.73e+03  -2.8 1.33e-02 1.31e-02h  1
1144  2.5394133e+06 1.58e+03 7.12e+03  -1.0 1.71e+03  -3.3 4.22e-02 3.63e-02h  1
1145  2.5398509e+06 1.56e+03 7.02e+03  -1.0 1.64e+03  -2.8 1.06e-02 1.29e-02h  1
1146  2.5407739e+06 1.51e+03 6.83e+03  -1.0 1.62e+03  -3.3 4.89e-02 3.20e-02h  1
1147  2.5416147e+06 1.47e+03 6.63e+03  -1.0 1.57e+03  -2.9 1.09e-02 2.63e-02h  1
1148  2.5425415e+06 1.42e+03 6.42e+03  -1.0 1.53e+03  -3.4 5.37e-02 3.58e-02h  1
1149  2.5438038e+06 1.36e+03 6.10e+03  -1.0 1.48e+03  -2.9 1.53e-02 4.28e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1150  2.5444936e+06 1.32e+03 5.96e+03  -1.0 1.42e+03  -3.4 5.72e-02 3.10e-02h  1
1151  2.5449739e+06 1.30e+03 5.85e+03  -1.0 1.37e+03  -3.0 1.86e-02 1.80e-02h  1
1152  2.5464448e+06 1.20e+03 5.41e+03  -1.0 1.35e+03  -3.5 7.37e-02 7.46e-02h  1
1153  2.5474298e+06 1.15e+03 5.16e+03  -1.0 1.25e+03  -3.0 1.69e-02 4.19e-02h  1
1154  2.5487811e+06 1.05e+03 4.64e+03  -1.0 1.20e+03  -3.5 5.20e-02 8.96e-02h  1
1155  2.5500872e+06 9.75e+02 4.31e+03  -1.0 1.09e+03  -3.1 4.82e-02 6.69e-02h  1
1156  2.5509884e+06 8.86e+02 3.97e+03  -1.0 1.02e+03  -3.6 1.39e-01 9.21e-02h  1
1157  2.5523691e+06 8.06e+02 3.62e+03  -1.0 9.26e+02  -3.1 9.51e-02 8.98e-02h  1
1158  2.5529028e+06 7.08e+02 3.09e+03  -1.0 8.44e+02  -3.6 3.17e-02 1.21e-01h  1
1159  2.5545319e+06 6.01e+02 2.64e+03  -1.0 7.42e+02  -3.2 1.74e-01 1.51e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1160  2.5543946e+06 5.60e+02 2.45e+03  -1.0 6.30e+02  -3.7 5.13e-02 6.81e-02f  1
1161  2.5573327e+06 3.15e+02 1.22e+03  -1.0 5.88e+02  -3.3 2.42e-01 4.38e-01h  1
1162  2.5546533e+06 2.35e+02 1.21e+03  -1.0 3.77e+02  -3.7 5.39e-02 2.54e-01f  1
1163  2.5530114e+06 2.26e+02 1.14e+03  -1.0 1.22e+03  -4.2 4.94e-02 3.57e-02f  1
1164  2.5495249e+06 2.21e+02 1.11e+03  -1.0 4.03e+03  -4.7 2.44e-02 2.33e-02f  1
1165  2.5473100e+06 2.12e+02 1.08e+03  -1.0 1.39e+03  -4.3 3.50e-02 4.14e-02f  1
1166  2.5424371e+06 2.06e+02 1.06e+03  -1.0 4.58e+03  -4.7 2.23e-02 2.83e-02f  1
1167  2.5388261e+06 1.94e+02 1.03e+03  -1.0 1.58e+03  -4.3 4.11e-02 5.87e-02f  1
1168  2.5358011e+06 1.91e+02 1.02e+03  -1.0 5.15e+03  -4.8 1.54e-02 1.56e-02f  1
1169  2.5293035e+06 1.73e+02 1.02e+03  -1.0 1.80e+03  -4.4 4.32e-02 9.31e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1170  2.5278998e+06 1.72e+02 1.01e+03  -1.0 5.61e+03  -4.8 1.04e-02 6.63e-03f  1
1171  2.5273339e+06 1.72e+02 1.00e+03  -1.0 2.84e+05  -5.3 3.22e-04 1.96e-04f  1
1172  2.5239182e+06 1.69e+02 1.01e+03  -1.0 6.26e+03  -4.9 7.79e-03 1.44e-02f  1
1173  2.5236716e+06 1.69e+02 1.00e+03  -1.0 2.68e+05  -5.4 2.86e-04 9.46e-05f  1
1174  2.5218208e+06 1.68e+02 1.00e+03  -1.0 6.86e+03  -4.9 4.67e-03 7.10e-03f  1
1175  2.5204424e+06 1.66e+02 9.64e+02  -1.0 2.50e+03  -4.5 2.52e-02 1.41e-02f  1
1176  2.5177997e+06 1.64e+02 9.76e+02  -1.0 7.42e+03  -5.0 1.98e-03 9.28e-03f  1
1177  2.5176091e+06 1.64e+02 9.66e+02  -1.0 6.41e+05  -5.5 2.10e-04 4.06e-05f  1
1178  2.5164008e+06 1.64e+02 9.73e+02  -1.0 7.51e+03  -5.0 9.61e-04 4.11e-03f  1
1179  2.5161216e+06 1.64e+02 9.69e+02  -1.0 8.81e+05  -5.5 9.46e-05 5.09e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1180  2.5153665e+06 1.63e+02 9.60e+02  -1.0 8.16e+03  -5.1 4.19e-03 2.59e-03f  1
1181  2.5138093e+06 1.61e+02 9.73e+02  -1.0 3.19e+03  -4.7 2.35e-03 1.20e-02f  1
1182  2.5135212e+06 1.61e+02 9.47e+02  -1.0 8.78e+03  -5.1 6.22e-03 9.72e-04f  1
1183  2.5117515e+06 1.59e+02 9.65e+02  -1.0 3.50e+03  -4.7 1.24e-03 1.23e-02f  1
1184  2.5114878e+06 1.59e+02 9.34e+02  -1.0 9.44e+03  -5.2 6.74e-03 8.21e-04f  1
1185  2.5093376e+06 1.57e+02 9.56e+02  -1.0 3.84e+03  -4.8 8.81e-04 1.36e-02f  1
1186  2.5091261e+06 1.57e+02 9.22e+02  -1.0 1.01e+04  -5.2 6.82e-03 6.11e-04f  1
1187  2.5075380e+06 1.55e+02 9.38e+02  -1.0 4.18e+03  -4.8 6.85e-04 9.20e-03f  1
1188  2.5072664e+06 1.55e+02 9.01e+02  -1.0 1.32e+04  -5.3 6.87e-03 7.09e-04f  1
1189  2.5056704e+06 1.54e+02 9.18e+02  -1.0 4.57e+03  -4.9 4.73e-04 8.44e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1190  2.5053983e+06 1.54e+02 8.79e+02  -1.0 1.90e+04  -5.3 6.44e-03 6.23e-04f  1
1191  2.5046175e+06 1.53e+02 8.83e+02  -1.0 6.55e+03  -4.9 1.20e-04 3.13e-03f  1
1192  2.5046133e+06 1.53e+02 8.84e+02  -1.0 1.15e+03  -1.8 2.26e-04 3.44e-04f  1
1193  2.5046169e+06 1.53e+02 8.82e+02  -1.0 2.67e+02  -2.3 8.39e-05 8.23e-04h  1
1194  2.5046274e+06 1.53e+02 1.29e+03  -1.0 1.62e+02  -0.9 2.78e-02 3.04e-03h  1
1195  2.5046311e+06 1.52e+02 1.29e+03  -1.0 1.61e+02  -1.4 1.56e-03 1.21e-03h  1
1196  2.5046325e+06 1.52e+02 1.39e+03  -1.0 1.61e+02  -1.9 1.23e-01 4.34e-04h  1
1197  2.5057982e+06 8.58e+01 1.02e+03  -1.0 1.61e+02  -2.4 7.08e-01 4.37e-01h  1
1198  2.5051680e+06 8.58e-01 4.14e+03  -1.0 9.06e+01  -2.8 3.85e-01 9.90e-01f  1
1199  2.5008850e+06 5.51e-01 3.05e+05  -1.0 1.74e+02  -3.3 8.56e-02 5.59e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1200  2.4988391e+06 4.90e-01 2.96e+05  -1.0 5.10e+02  -3.8 7.99e-02 9.44e-02f  1
1201  2.4986275e+06 4.88e-01 2.81e+05  -1.0 1.42e+03  -4.3 1.32e-02 3.55e-03f  1
1202  2.4967709e+06 4.90e-01 2.85e+05  -1.0 3.60e+03  -4.8 7.52e-03 1.24e-02f  1
1203  2.4952698e+06 4.99e-01 2.87e+05  -1.0 1.19e+04  -5.2 1.29e-03 4.03e-03f  1
1204  2.4951365e+06 4.99e-01 2.75e+05  -1.0 3.81e+03  -4.8 9.50e-03 8.34e-04f  1
1205  2.4932261e+06 7.36e-01 2.79e+05  -1.0 1.59e+04  -5.3 6.23e-04 4.69e-03f  1
1206  2.4930842e+06 7.36e-01 2.66e+05  -1.0 4.07e+03  -4.9 9.54e-03 8.26e-04f  1
1207  2.4916541e+06 7.32e-01 2.69e+05  -1.0 2.16e+04  -5.3 4.62e-04 3.19e-03f  1
1208  2.4915035e+06 7.31e-01 2.57e+05  -1.0 4.36e+03  -4.9 8.84e-03 8.16e-04f  1
1209  2.4899050e+06 7.26e-01 2.61e+05  -1.0 3.27e+04  -5.4 2.99e-04 3.02e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1210  2.4897659e+06 7.26e-01 2.49e+05  -1.0 4.71e+03  -5.0 8.42e-03 6.94e-04f  1
1211  2.4885105e+06 8.20e-01 2.51e+05  -1.0 5.40e+04  -5.4 2.08e-04 1.87e-03f  1
1212  2.4883600e+06 8.19e-01 2.41e+05  -1.0 5.09e+03  -5.0 7.36e-03 6.92e-04f  1
1213  2.4870957e+06 1.05e+00 2.42e+05  -1.0 1.25e+05  -5.5 1.05e-04 1.12e-03f  1
1214  2.4869493e+06 1.04e+00 2.33e+05  -1.0 5.73e+03  -5.1 6.98e-03 6.14e-04f  1
1215  2.4859717e+06 1.31e+00 2.33e+05  -1.0 2.08e+06  -5.5 7.82e-06 7.55e-05f  1
1216  2.4858065e+06 1.31e+00 2.24e+05  -1.0 7.49e+03  -5.1 6.31e-03 6.25e-04f  1
1217  2.4829579e+06 1.29e+00 2.47e+05  -1.0 3.10e+03  -4.7 2.09e-03 2.08e-02f  1
1218  2.4815538e+06 1.29e+00 2.50e+05  -1.0 1.81e+04  -5.2 6.36e-04 2.66e-03f  1
1219  2.4785379e+06 1.27e+00 2.59e+05  -1.0 4.27e+03  -4.7 6.55e-03 1.57e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1220  2.4784873e+06 1.27e+00 2.43e+05  -1.0 1.94e+04  -5.2 1.10e-02 1.04e-04f  1
1221  2.4756584e+06 1.25e+00 2.64e+05  -1.0 3.59e+03  -4.8 1.25e-03 1.79e-02f  1
1222  2.4755188e+06 1.25e+00 2.57e+05  -1.0 1.60e+04  -5.3 4.68e-03 4.27e-04f  1
1223  2.4739375e+06 1.24e+00 2.67e+05  -1.0 3.98e+03  -4.8 1.29e-03 9.31e-03f  1
1224  2.4737031e+06 1.24e+00 2.62e+05  -1.0 2.24e+04  -5.3 3.84e-03 6.37e-04f  1
1225  2.4713886e+06 1.23e+00 2.76e+05  -1.0 5.09e+03  -4.9 1.16e-03 1.24e-02f  1
1226  2.4711696e+06 1.23e+00 2.71e+05  -1.0 3.57e+04  -5.4 3.38e-03 4.91e-04f  1
1227  2.4695688e+06 1.23e+00 2.80e+05  -1.0 6.51e+03  -4.9 1.15e-03 7.91e-03f  1
1228  2.4692171e+06 1.23e+00 2.77e+05  -1.0 6.40e+04  -5.4 2.26e-03 5.75e-04f  1
1229  2.4673342e+06 1.22e+00 2.86e+05  -1.0 8.35e+03  -5.0 1.13e-03 8.42e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1230  2.4670068e+06 1.22e+00 2.84e+05  -1.0 5.44e+04  -5.5 1.86e-03 5.41e-04f  1
1231  2.4662364e+06 1.22e+00 2.86e+05  -1.0 9.66e+03  -5.0 1.14e-03 3.31e-03f  1
1232  2.4660576e+06 1.22e+00 2.86e+05  -1.0 3.02e+05  -5.5 1.41e-04 1.06e-04f  1
1233  2.4643759e+06 1.21e+00 2.90e+05  -1.0 1.32e+04  -5.1 2.79e-03 6.33e-03f  1
1234  2.4643251e+06 1.21e+00 2.90e+05  -1.0 2.08e+05  -5.6 2.39e-04 4.79e-05f  1
1235  2.4625029e+06 1.21e+00 2.96e+05  -1.0 1.77e+04  -5.1 9.78e-04 6.04e-03f  1
1236  2.4624768e+06 1.21e+00 2.96e+05  -1.0 1.68e+05  -5.6 4.03e-04 3.32e-05f  1
1237  2.4606367e+06 1.21e+00 3.02e+05  -1.0 2.39e+04  -5.2 4.78e-04 5.28e-03f  1
1238  2.4606182e+06 1.21e+00 3.01e+05  -1.0 3.22e+05  -5.7 3.05e-04 1.50e-05f  1
1239  2.4587597e+06 1.21e+00 3.07e+05  -1.0 3.26e+04  -5.2 2.23e-04 4.56e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1240  2.4587263e+06 1.21e+00 2.96e+05  -1.0 3.21e+03  -4.8 6.69e-03 2.50e-04f  1
1241  2.4568330e+06 1.54e+00 3.01e+05  -1.0 4.43e+04  -5.3 1.19e-04 3.89e-03f  1
1242  2.4567347e+06 1.54e+00 3.00e+05  -1.0 4.05e+03  -4.9 1.61e-03 5.50e-04f  1
1243  2.4543963e+06 1.62e+00 3.03e+05  -1.0 2.75e+04  -5.3 3.65e-04 3.34e-03f  1
1244  2.4540551e+06 1.61e+00 3.04e+05  -1.0 6.00e+03  -4.9 6.18e-04 1.33e-03f  1
1245  2.4540472e+06 1.61e+00 3.04e+05  -1.0 1.02e+05  -5.4 1.37e-04 9.63e-06f  1
1246  2.4540436e+06 1.61e+00 3.04e+05  -1.0 6.45e+03  -5.0 1.19e-04 1.33e-05f  1
1247  2.4540435e+06 1.61e+00 3.00e+05  -1.0 1.55e+04  -5.5 2.47e-03 5.03e-07f  2
1248  2.4536201e+06 1.60e+00 3.05e+05  -1.0 6.66e+03  -5.9 2.05e-05 4.27e-03f  1
1249  2.4522532e+06 1.58e+00 2.96e+05  -1.0 2.58e+03  -4.6 1.61e-02 1.25e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
