This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    35416
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   109200

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1041  2.6030006e+06 3.26e+03 1.37e+04  -1.0 7.51e+03    -  1.66e-02 2.39e-02f  1
1042  2.6001846e+06 3.22e+03 1.34e+04  -1.0 8.33e+03    -  5.71e-03 1.27e-02f  1
1043  2.5994080e+06 3.20e+03 1.35e+04  -1.0 8.11e+03    -  1.60e-02 3.49e-03f  1
1044  2.5979752e+06 3.18e+03 1.37e+04  -1.0 7.77e+03    -  3.54e-02 6.63e-03f  1
1045  2.5947878e+06 3.13e+03 1.38e+04  -1.0 7.25e+03    -  4.12e-02 1.52e-02f  1
1046  2.5929936e+06 3.11e+03 1.38e+04  -1.0 6.84e+03    -  1.88e-02 8.65e-03f  1
1047  2.5917524e+06 3.09e+03 1.38e+04  -1.0 6.69e+03    -  1.63e-02 6.06e-03f  1
1048  2.5892482e+06 3.05e+03 1.37e+04  -1.0 6.79e+03    -  2.06e-02 1.22e-02f  1
1049  2.5888422e+06 3.04e+03 1.37e+04  -1.0 6.84e+03    -  9.42e-04 1.99e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1050  2.5844328e+06 2.98e+03 1.37e+04  -1.0 6.96e+03    -  5.25e-02 2.15e-02f  1
1051  2.5842041e+06 2.98e+03 1.36e+04  -1.0 6.75e+03    -  2.56e-03 1.11e-03f  1
1052  2.5794772e+06 2.91e+03 1.33e+04  -1.0 6.99e+03    -  2.33e-02 2.29e-02f  1
1053  2.5793828e+06 2.91e+03 1.35e+04  -1.0 6.63e+03    -  2.51e-02 4.80e-04f  1
1054  2.5759912e+06 2.86e+03 1.32e+04  -1.0 6.75e+03    -  2.66e-03 1.73e-02f  1
1055  2.5759033e+06 2.85e+03 1.33e+04  -1.0 6.60e+03    -  1.15e-02 4.52e-04f  1
1056  2.5709941e+06 2.78e+03 1.30e+04  -1.0 8.11e+03    -  3.47e-02 2.65e-02f  1
1057  2.5709149e+06 2.78e+03 1.30e+04  -1.0 9.33e+03    -  3.87e-04 4.52e-04f  1
1058  2.5648526e+06 2.69e+03 1.26e+04  -1.0 7.97e+03    -  3.69e-02 3.30e-02f  1
1059  2.5647783e+06 2.68e+03 1.27e+04  -1.0 9.49e+03    -  9.15e-03 4.37e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1060  2.5617719e+06 2.63e+03 1.23e+04  -1.0 1.13e+04    -  1.40e-04 1.89e-02f  1
1061  2.5584056e+06 2.58e+03 1.22e+04  -1.0 7.55e+03    -  4.04e-02 1.88e-02f  1
1062  2.5574728e+06 2.57e+03 1.21e+04  -1.0 7.40e+03    -  4.23e-03 5.22e-03f  1
1063  2.5573842e+06 2.57e+03 1.21e+04  -1.0 7.15e+03    -  1.06e-03 4.93e-04f  1
1064  2.5519442e+06 2.49e+03 1.18e+04  -1.0 7.47e+03    -  3.91e-02 3.06e-02f  1
1065  2.5518396e+06 2.49e+03 1.18e+04  -1.0 7.14e+03    -  7.68e-04 5.96e-04f  1
1066  2.5483645e+06 2.44e+03 1.15e+04  -1.0 7.16e+03    -  2.78e-03 1.98e-02f  1
1067  2.5469842e+06 2.42e+03 1.15e+04  -1.0 7.30e+03    -  2.90e-02 8.07e-03f  1
1068  2.5463226e+06 2.41e+03 1.14e+04  -1.0 6.78e+03    -  3.72e-04 3.80e-03f  1
1069  2.5462250e+06 2.41e+03 1.15e+04  -1.0 6.47e+03    -  5.29e-03 5.56e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1070  2.5436659e+06 2.37e+03 1.12e+04  -1.0 6.80e+03    -  2.64e-03 1.47e-02f  1
1071  2.5428660e+06 2.36e+03 1.12e+04  -1.0 7.17e+03    -  1.08e-02 4.72e-03f  1
1072  2.5413679e+06 2.34e+03 1.11e+04  -1.0 7.33e+03    -  1.32e-02 8.91e-03f  1
1073  2.5410503e+06 2.34e+03 1.11e+04  -1.0 5.99e+03    -  2.62e-04 1.82e-03f  1
1074  2.5409500e+06 2.34e+03 1.13e+04  -1.0 6.99e+03    -  2.41e-02 5.93e-04f  1
1075  2.5383432e+06 2.30e+03 1.10e+04  -1.0 7.52e+03    -  1.64e-03 1.56e-02f  1
1076  2.5363787e+06 2.27e+03 1.08e+04  -1.0 7.49e+03    -  8.21e-03 1.20e-02f  1
1077  2.5356020e+06 2.26e+03 1.08e+04  -1.0 5.57e+03    -  4.50e-04 4.22e-03f  1
1078  2.5355559e+06 2.26e+03 1.10e+04  -1.0 6.67e+03    -  3.72e-02 2.76e-04f  1
1079  2.5317406e+06 2.21e+03 1.06e+04  -1.0 7.08e+03    -  4.47e-04 2.31e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1080  2.5299070e+06 2.19e+03 1.07e+04  -1.0 5.28e+03    -  3.83e-02 9.90e-03f  1
1081  2.5297651e+06 2.19e+03 1.07e+04  -1.0 7.54e+03    -  1.15e-02 8.95e-04f  1
1082  2.5256769e+06 2.13e+03 1.03e+04  -1.0 6.01e+03    -  1.99e-04 2.46e-02f  1
1083  2.5255170e+06 2.13e+03 1.04e+04  -1.0 4.91e+03    -  2.12e-02 9.26e-04f  1
1084  2.5236250e+06 2.10e+03 1.03e+04  -1.0 8.27e+03    -  1.65e-02 1.25e-02f  1
1085  2.5216305e+06 2.08e+03 1.02e+04  -1.0 8.55e+03    -  9.96e-03 1.34e-02f  1
1086  2.5215647e+06 2.08e+03 1.02e+04  -1.0 9.62e+03    -  2.29e-04 4.58e-04f  1
1087  2.5192184e+06 2.04e+03 1.01e+04  -1.0 8.31e+03    -  4.27e-02 1.57e-02f  1
1088  2.5163507e+06 2.00e+03 9.85e+03  -1.0 8.23e+03    -  5.24e-04 1.93e-02f  1
1089  2.5162846e+06 2.00e+03 9.90e+03  -1.0 5.21e+03    -  9.91e-03 4.16e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1090  2.5141124e+06 1.97e+03 9.88e+03  -1.0 8.95e+03    -  4.02e-02 1.51e-02f  1
1091  2.5115553e+06 1.94e+03 9.61e+03  -1.0 8.70e+03    -  4.83e-04 1.79e-02f  1
1092  2.5114876e+06 1.94e+03 9.66e+03  -1.0 5.96e+03    -  9.83e-03 4.46e-04f  1
1093  2.5090936e+06 1.90e+03 9.60e+03  -1.0 9.37e+03    -  3.94e-02 1.73e-02f  1
1094  2.5068547e+06 1.87e+03 9.37e+03  -1.0 8.99e+03    -  4.79e-04 1.63e-02f  1
1095  2.5067783e+06 1.87e+03 9.40e+03  -1.0 7.05e+03    -  9.19e-03 5.35e-04f  1
1096  2.5040957e+06 1.83e+03 9.24e+03  -1.0 9.53e+03    -  2.69e-02 2.02e-02f  1
1097  2.5024783e+06 1.81e+03 9.11e+03  -1.0 9.84e+03    -  9.11e-03 1.27e-02f  1
1098  2.5024072e+06 1.81e+03 9.10e+03  -1.0 1.15e+04    -  1.95e-04 5.97e-04f  1
1099  2.4992856e+06 1.76e+03 8.96e+03  -1.0 9.25e+03    -  4.16e-02 2.43e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1100  2.4978674e+06 1.74e+03 8.81e+03  -1.0 8.48e+03    -  5.33e-04 1.12e-02f  1
1101  2.4978064e+06 1.74e+03 8.84e+03  -1.0 7.22e+03    -  6.42e-03 4.65e-04f  1
1102  2.4937005e+06 1.69e+03 8.42e+03  -1.0 7.91e+03    -  2.12e-03 3.26e-02f  1
1103  2.4906060e+06 1.65e+03 8.20e+03  -1.0 4.54e+03    -  2.07e-02 2.40e-02f  1
1104  2.4900499e+06 1.64e+03 8.82e+03  -1.0 4.08e+03    -  1.62e-01 4.46e-03f  1
1105  2.4854111e+06 1.58e+03 8.36e+03  -1.0 4.60e+03    -  2.24e-03 3.79e-02f  1
1106  2.4851850e+06 1.57e+03 8.36e+03  -1.0 7.57e+03    -  6.26e-03 1.99e-03f  1
1107  2.4805926e+06 1.51e+03 7.89e+03  -1.0 5.56e+03    -  1.10e-03 3.94e-02f  1
1108  2.4788308e+06 1.49e+03 7.92e+03  -1.0 4.94e+03    -  5.99e-02 1.57e-02f  1
1109  2.4772947e+06 1.47e+03 7.77e+03  -1.0 5.47e+03    -  6.43e-04 1.38e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1110  2.4771805e+06 1.47e+03 7.92e+03  -1.0 5.29e+03    -  4.86e-02 1.05e-03f  1
1111  2.4727884e+06 1.41e+03 7.47e+03  -1.0 5.47e+03    -  6.15e-04 4.05e-02f  1
1112  2.4715419e+06 1.39e+03 7.37e+03  -1.0 5.72e+03    -  1.09e-03 1.04e-02f  1
1113  2.4718578e+06 1.38e+03 9.58e+03  -1.0 1.39e+03  -0.1 8.45e-04 5.73e-03h  1
1114  2.4720279e+06 1.38e+03 9.99e+03  -1.0 1.39e+03  -0.5 2.31e-04 3.11e-03h  1
1115  2.4722737e+06 1.37e+03 9.84e+03  -1.0 1.41e+03  -1.0 6.52e-03 4.62e-03h  1
1116  2.4724366e+06 1.37e+03 9.97e+03  -1.0 1.38e+03  -0.6 1.64e-03 2.99e-03h  1
1117  2.4725334e+06 1.37e+03 9.69e+03  -1.0 1.40e+03  -1.1 8.08e-03 1.83e-03h  1
1118  2.4725503e+06 1.37e+03 9.31e+03  -1.0 1.38e+03  -0.6 4.18e-03 3.13e-04h  1
1119  2.4732117e+06 1.35e+03 9.46e+03  -1.0 1.40e+03  -1.1 4.32e-03 1.25e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1120  2.4733784e+06 1.34e+03 9.23e+03  -1.0 1.37e+03  -0.7 5.47e-03 3.11e-03h  1
1121  2.4735094e+06 1.34e+03 9.04e+03  -1.0 1.38e+03  -1.2 9.48e-03 2.51e-03h  1
1122  2.4738249e+06 1.33e+03 7.97e+03  -1.0 1.36e+03  -0.7 2.03e-02 5.94e-03h  1
1123  2.4740258e+06 1.33e+03 6.10e+03  -1.0 1.33e+03  -0.3 1.42e-02 3.77e-03h  1
1124  2.4744630e+06 1.32e+03 5.76e+03  -1.0 1.35e+03  -0.8 1.42e-02 8.38e-03h  1
1125  2.4746489e+06 1.31e+03 1.99e+03  -1.0 1.32e+03  -0.4 3.10e-02 3.56e-03h  1
1126  2.4752089e+06 1.30e+03 1.22e+03  -1.0 1.34e+03  -0.8 3.31e-02 1.09e-02h  1
1127  2.4754658e+06 1.29e+03 3.78e+03  -1.0 1.30e+03  -0.4 3.36e-02 5.01e-03h  1
1128  2.4756961e+06 1.29e+03 1.43e+04  -1.0 1.29e+03   0.0 3.19e-02 4.48e-03h  1
1129  2.4761531e+06 1.27e+03 1.58e+04  -1.0 1.29e+03  -0.5 2.56e-02 9.05e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1130  2.4763375e+06 1.27e+03 2.21e+04  -1.0 1.27e+03  -0.0 2.35e-02 3.63e-03h  1
1131  2.4765185e+06 1.27e+03 1.94e+04  -1.0 1.27e+03   0.4 9.12e-05 3.25e-03h  1
1132  2.4767768e+06 1.26e+03 1.94e+04  -1.0 1.27e+03  -0.1 1.91e-04 2.83e-03h  1
1133  2.4768704e+06 1.26e+03 1.94e+04  -1.0 1.26e+03   0.3 1.15e-02 9.70e-04h  1
1134  2.4773195e+06 1.25e+03 1.93e+04  -1.0 1.26e+03  -0.1 6.06e-04 4.92e-03h  1
1135  2.4774247e+06 1.25e+03 1.92e+04  -1.0 1.25e+03   0.3 7.04e-03 1.07e-03h  1
1136  2.4777695e+06 1.25e+03 1.92e+04  -1.0 1.25e+03  -0.2 5.34e-03 3.78e-03h  1
1137  2.4779153e+06 1.25e+03 1.91e+04  -1.0 1.25e+03   0.2 7.85e-03 1.50e-03h  1
1138  2.4780757e+06 1.24e+03 1.91e+04  -1.0 1.25e+03   0.7 1.14e-02 1.59e-03h  1
1139  2.4784286e+06 1.24e+03 1.90e+04  -1.0 1.24e+03   0.2 6.46e-03 3.65e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1140  2.4785672e+06 1.24e+03 1.90e+04  -1.0 1.24e+03   0.6 3.47e-03 1.37e-03h  1
1141  2.4788153e+06 1.24e+03 1.90e+04  -1.0 1.24e+03   0.1 1.23e-02 2.58e-03h  1
1142  2.4790101e+06 1.23e+03 1.89e+04  -1.0 1.24e+03   0.5 1.92e-03 1.91e-03h  1
1143  2.4792484e+06 1.23e+03 1.89e+04  -1.0 1.23e+03   0.1 1.13e-02 2.49e-03h  1
1144  2.4794728e+06 1.23e+03 1.88e+04  -1.0 1.23e+03   0.5 1.52e-03 2.15e-03h  1
1145  2.4796976e+06 1.22e+03 1.88e+04  -1.0 1.23e+03   0.0 3.22e-03 2.32e-03h  1
1146  2.4798092e+06 1.22e+03 1.88e+04  -1.0 1.22e+03   0.4 3.11e-03 1.04e-03h  1
1147  2.4799296e+06 1.22e+03 1.88e+04  -1.0 1.22e+03   0.9 2.33e-03 1.04e-03h  1
1148  2.4802017e+06 1.22e+03 1.87e+04  -1.0 1.22e+03   0.4 3.10e-03 2.44e-03h  1
1149  2.4802479e+06 1.22e+03 1.87e+04  -1.0 1.22e+03   0.8 2.12e-03 3.96e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1150  2.4805711e+06 1.21e+03 1.87e+04  -1.0 1.22e+03   0.3 8.66e-04 2.89e-03h  1
1151  2.4805951e+06 1.21e+03 1.87e+04  -1.0 1.21e+03   0.8 2.95e-03 2.05e-04h  1
1152  2.4809675e+06 1.21e+03 1.86e+04  -1.0 1.21e+03   0.3 2.79e-03 3.33e-03h  1
1153  2.4809902e+06 1.21e+03 1.86e+04  -1.0 1.21e+03   0.7 7.76e-04 1.94e-04h  1
1154  2.4813859e+06 1.21e+03 1.85e+04  -1.0 1.21e+03   0.2 3.53e-03 3.56e-03h  1
1155  2.4814027e+06 1.21e+03 1.85e+04  -1.0 1.21e+03   0.7 1.25e-03 1.44e-04h  1
1156  2.4817994e+06 1.20e+03 1.84e+04  -1.0 1.21e+03   0.2 3.64e-04 3.59e-03h  1
1157  2.4818110e+06 1.20e+03 1.84e+04  -1.0 1.20e+03   0.6 3.42e-03 1.00e-04h  1
1158  2.4820172e+06 1.20e+03 1.84e+04  -1.0 1.20e+03   1.0 8.74e-04 1.73e-03h  1
1159  2.4822732e+06 1.20e+03 1.84e+04  -1.0 1.20e+03   0.6 1.92e-03 2.20e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1160  2.4822843e+06 1.20e+03 1.84e+04  -1.0 1.20e+03   1.0 2.42e-03 9.28e-05h  1
1161  2.4828497e+06 1.19e+03 1.83e+04  -1.0 1.20e+03   0.5 3.89e-04 4.88e-03h  1
1162  2.4828593e+06 1.19e+03 1.83e+04  -1.0 1.19e+03   0.9 3.39e-03 8.10e-05h  1
1163  2.4833285e+06 1.19e+03 1.82e+04  -1.0 1.19e+03   0.5 6.23e-04 4.06e-03h  1
1164  2.4833854e+06 1.19e+03 1.82e+04  -1.0 1.19e+03   0.9 3.29e-03 4.77e-04h  1
1165  2.4834323e+06 1.18e+03 1.82e+04  -1.0 1.19e+03   0.4 1.10e-03 4.09e-04h  1
1166  2.4838274e+06 1.18e+03 1.81e+04  -1.0 1.18e+03   0.8 7.85e-04 3.32e-03h  1
1167  2.4838376e+06 1.18e+03 1.81e+04  -1.0 1.18e+03   0.4 1.89e-03 9.02e-05h  1
1168  2.4840303e+06 1.18e+03 1.81e+04  -1.0 1.18e+03   0.8 4.39e-04 1.63e-03h  1
1169  2.4842440e+06 1.18e+03 1.81e+04  -1.0 1.18e+03   1.2 3.19e-03 1.78e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1170  2.4845601e+06 1.17e+03 1.80e+04  -1.0 1.18e+03   0.7 1.98e-03 2.67e-03h  1
1171  2.4845689e+06 1.17e+03 1.80e+04  -1.0 1.17e+03   1.2 1.31e-03 7.30e-05h  1
1172  2.4849348e+06 1.17e+03 1.80e+04  -1.0 1.17e+03   0.7 6.53e-04 3.11e-03h  1
1173  2.4851562e+06 1.17e+03 1.79e+04  -1.0 1.17e+03   1.1 3.35e-03 1.85e-03h  1
1174  2.4851695e+06 1.17e+03 1.79e+04  -1.0 1.17e+03   0.6 6.51e-04 1.14e-04h  1
1175  2.4852490e+06 1.17e+03 1.79e+04  -1.0 1.17e+03   1.1 7.71e-04 6.65e-04h  1
1176  2.4855187e+06 1.16e+03 1.79e+04  -1.0 1.17e+03   0.6 2.12e-03 2.31e-03h  1
1177  2.4856966e+06 1.16e+03 1.78e+04  -1.0 1.16e+03   1.0 8.11e-04 1.49e-03h  1
1178  2.4857068e+06 1.16e+03 1.78e+04  -1.0 1.16e+03   0.5 2.05e-03 8.83e-05h  1
1179  2.4861027e+06 1.16e+03 1.78e+04  -1.0 1.16e+03   1.0 4.54e-04 3.33e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1180  2.4862640e+06 1.16e+03 1.78e+04  -1.0 1.16e+03   1.4 3.85e-03 1.35e-03h  1
1181  2.4862788e+06 1.16e+03 1.78e+04  -1.0 1.16e+03   0.9 2.02e-03 1.24e-04h  1
1182  2.4864592e+06 1.15e+03 1.77e+04  -1.0 1.16e+03   1.3 1.62e-03 1.51e-03h  1
1183  2.4869131e+06 1.15e+03 1.77e+04  -1.0 1.15e+03   0.9 5.09e-04 3.83e-03h  1
1184  2.4869204e+06 1.15e+03 1.77e+04  -1.0 1.15e+03   1.3 2.24e-03 6.11e-05h  1
1185  2.4871369e+06 1.15e+03 1.76e+04  -1.0 1.15e+03   0.8 2.27e-03 1.83e-03h  1
1186  2.4875253e+06 1.14e+03 1.76e+04  -1.0 1.15e+03   1.2 2.78e-04 3.25e-03h  1
1187  2.4875322e+06 1.14e+03 1.76e+04  -1.0 1.14e+03   0.8 2.33e-03 5.85e-05h  1
1188  2.4876519e+06 1.14e+03 1.76e+04  -1.0 1.14e+03   1.2 1.04e-04 1.01e-03h  1
1189  2.4877740e+06 1.14e+03 1.75e+04  -1.0 1.14e+03   0.7 2.40e-04 1.04e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1190  2.4880331e+06 1.14e+03 1.75e+04  -1.0 1.14e+03   1.1 4.28e-03 2.17e-03h  1
1191  2.4880384e+06 1.14e+03 1.75e+04  -1.0 1.14e+03   1.6 2.92e-03 4.47e-05h  1
1192  2.4885468e+06 1.13e+03 1.74e+04  -1.0 1.14e+03   1.1 3.29e-04 4.27e-03h  1
1193  2.4886782e+06 1.13e+03 1.74e+04  -1.0 1.13e+03   1.5 1.13e-03 1.11e-03h  1
1194  2.4886844e+06 1.13e+03 1.74e+04  -1.0 1.13e+03   1.0 3.36e-03 5.24e-05h  1
1195  2.4889430e+06 1.13e+03 1.74e+04  -1.0 1.13e+03   1.5 1.12e-04 2.18e-03h  1
1196  2.4891183e+06 1.13e+03 1.73e+04  -1.0 1.13e+03   1.0 1.68e-03 1.48e-03h  1
1197  2.4892826e+06 1.13e+03 1.73e+04  -1.0 1.13e+03   1.4 3.58e-03 1.38e-03h  1
1198  2.4892938e+06 1.13e+03 1.73e+04  -1.0 1.13e+03   0.9 6.30e-04 9.53e-05h  1
1199  2.4893685e+06 1.13e+03 1.73e+04  -1.0 1.13e+03   1.3 4.50e-05 6.31e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1200  2.4894946e+06 1.13e+03 1.73e+04  -1.0 1.13e+03   0.9 1.86e-03 1.07e-03h  1
1201  2.4897252e+06 1.12e+03 1.73e+04  -1.0 1.13e+03   1.3 7.18e-04 1.94e-03h  1
1202  2.4898336e+06 1.12e+03 1.72e+04  -1.0 1.12e+03   1.7 4.04e-03 9.26e-04h  1
1203  2.4898486e+06 1.12e+03 1.72e+04  -1.0 1.12e+03   1.2 1.14e-04 1.27e-04h  1
1204  2.4898679e+06 1.12e+03 1.72e+04  -1.0 1.12e+03   1.7 4.01e-03 1.64e-04h  1
1205  2.4903196e+06 1.12e+03 1.72e+04  -1.0 1.12e+03   1.2 1.62e-04 3.81e-03h  1
1206  2.4904441e+06 1.12e+03 1.71e+04  -1.0 1.12e+03   1.6 6.63e-03 1.06e-03h  1
1207  2.4906387e+06 1.11e+03 1.71e+04  -1.0 1.12e+03   1.1 4.46e-04 1.64e-03h  1
1208  2.4906459e+06 1.11e+03 1.71e+04  -1.0 1.11e+03   1.6 4.53e-03 6.16e-05h  1
1209  2.4908601e+06 1.11e+03 1.71e+04  -1.0 1.11e+03   1.1 2.31e-05 1.81e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1210  2.4910386e+06 1.11e+03 1.71e+04  -1.0 1.11e+03   1.5 5.19e-03 1.52e-03h  1
1211  2.4911033e+06 1.11e+03 1.71e+04  -1.0 1.11e+03   1.0 3.05e-04 5.47e-04h  1
1212  2.4911768e+06 1.11e+03 1.70e+04  -1.0 1.11e+03   1.5 6.65e-03 6.24e-04h  1
1213  2.4912769e+06 1.11e+03 1.70e+04  -1.0 1.11e+03   1.0 1.24e-03 8.48e-04h  1
1214  2.4915071e+06 1.11e+03 1.70e+04  -1.0 1.11e+03   1.4 6.39e-04 1.95e-03h  1
1215  2.4916923e+06 1.10e+03 1.70e+04  -1.0 1.11e+03   1.8 1.47e-04 1.60e-03h  1
1216  2.4916976e+06 1.10e+03 1.70e+04  -1.0 1.10e+03   1.4 4.06e-03 4.46e-05h  1
1217  2.4918810e+06 1.10e+03 1.69e+04  -1.0 1.10e+03   1.8 7.29e-04 1.59e-03h  1
1218  2.4920644e+06 1.10e+03 1.69e+04  -1.0 1.10e+03   1.3 2.63e-03 1.56e-03h  1
1219  2.4920718e+06 1.10e+03 1.69e+04  -1.0 1.10e+03   1.7 1.52e-03 6.25e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1220  2.4922389e+06 1.10e+03 1.69e+04  -1.0 1.10e+03   1.3 1.08e-05 1.41e-03h  1
1221  2.4923407e+06 1.10e+03 1.78e+04  -1.0 1.10e+03   1.7 3.45e-03 8.67e-04h  1
1222  2.4923822e+06 1.10e+03 1.83e+04  -1.0 1.10e+03   1.2 6.15e-04 3.49e-04h  1
1223  2.4924128e+06 1.10e+03 3.70e+04  -1.0 1.10e+03   1.6 4.14e-03 2.61e-04h  1
1224  2.4925832e+06 1.10e+03 3.50e+04  -1.0 1.10e+03   1.2 1.92e-04 1.43e-03h  1
1225  2.4927397e+06 1.10e+03 5.11e+04  -1.0 1.10e+03   1.6 5.13e-03 1.33e-03h  1
1226  2.4928119e+06 1.09e+03 5.05e+04  -1.0 1.10e+03   1.1 1.62e-04 6.05e-04h  1
1227  2.4928666e+06 1.09e+03 4.89e+04  -1.0 1.09e+03   1.5 4.02e-05 4.64e-04h  1
1228  2.4931019e+06 1.09e+03 3.48e+04  -1.0 1.09e+03   2.0 6.56e-04 2.05e-03h  1
1229  2.4931085e+06 1.09e+03 3.48e+04  -1.0 1.09e+03   1.5 4.37e-05 5.58e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1230  2.4931130e+06 1.09e+03 3.49e+04  -1.0 1.09e+03   1.9 6.80e-05 3.84e-05h  1
1231  2.4932846e+06 1.09e+03 3.35e+04  -1.0 1.09e+03   1.4 6.84e-04 1.45e-03h  1
1232  2.4933086e+06 1.09e+03 4.16e+04  -1.0 1.09e+03   1.9 1.85e-03 2.07e-04h  1
1233  2.4937109e+06 1.09e+03 4.46e+04  -1.0 1.09e+03   1.4 5.48e-03 3.38e-03h  1
1234  2.4937364e+06 1.09e+03 4.41e+04  -1.0 1.09e+03   1.8 1.06e-04 2.19e-04h  1
1235  2.4939058e+06 1.08e+03 4.22e+04  -1.0 1.09e+03   1.3 1.03e-05 1.43e-03h  1
1236  2.4939090e+06 1.08e+03 5.28e+04  -1.0 1.08e+03   1.8 2.85e-03 2.67e-05h  1
1237  2.4940393e+06 1.08e+03 5.28e+04  -1.0 1.08e+03   1.3 1.09e-03 1.10e-03h  1
1238  2.4940714e+06 1.08e+03 7.09e+04  -1.0 1.08e+03   1.7 5.75e-03 2.74e-04h  1
1239  2.4942914e+06 1.08e+03 6.92e+04  -1.0 1.08e+03   1.2 2.34e-04 1.85e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1240  2.4943097e+06 1.08e+03 7.60e+04  -1.0 1.08e+03   1.7 2.50e-03 1.56e-04h  1
1241  2.4945167e+06 1.08e+03 6.19e+04  -1.0 1.08e+03   2.1 9.81e-05 1.84e-03h  1
1242  2.4945232e+06 1.08e+03 6.57e+04  -1.0 1.08e+03   1.6 1.59e-03 5.56e-05h  1
1243  2.4946004e+06 1.08e+03 1.08e+05  -1.0 1.08e+03   2.0 6.62e-03 6.81e-04h  1
1244  2.4949555e+06 1.07e+03 1.02e+05  -1.0 1.08e+03   1.6 4.06e-04 3.02e-03h  1
1245  2.4949814e+06 1.07e+03 1.01e+05  -1.0 1.07e+03   2.0 7.90e-05 2.26e-04h  1
1246  2.4953051e+06 1.07e+03 1.03e+05  -1.0 1.07e+03   1.5 3.99e-03 2.74e-03h  1
1247  2.4953103e+06 1.07e+03 1.19e+05  -1.0 1.07e+03   1.9 3.39e-03 4.54e-05h  1
1248  2.4955362e+06 1.07e+03 1.16e+05  -1.0 1.07e+03   1.5 5.17e-05 1.91e-03h  1
1249  2.4956365e+06 1.07e+03 1.13e+05  -1.0 1.07e+03   1.9 1.10e-04 8.70e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1250  2.4956496e+06 1.07e+03 1.19e+05  -1.0 1.07e+03   1.4 4.79e-03 1.11e-04h  1
1251  2.4960732e+06 1.06e+03 1.08e+05  -1.0 1.07e+03   1.8 1.01e-03 3.65e-03h  1
1252  2.4960781e+06 1.06e+03 1.11e+05  -1.0 1.06e+03   1.3 2.42e-03 4.18e-05h  1
1253  2.4961578e+06 1.06e+03 1.09e+05  -1.0 1.06e+03   1.8 1.12e-04 6.86e-04h  1
1254  2.4964346e+06 1.06e+03 8.48e+04  -1.0 1.06e+03   2.2 2.53e-05 2.52e-03h  1
1255  2.4966265e+06 1.06e+03 9.73e+04  -1.0 1.06e+03   1.7 6.07e-03 1.65e-03h  1
1256  2.4967905e+06 1.06e+03 1.02e+05  -1.0 1.06e+03   2.1 2.10e-03 1.48e-03h  1
